Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1189833,06/21/2021,Southeast,Tennessee,Knoxville,Women's Athletic Footwear,80,264,21120.0,8287.99,0.39,In-store
Walmart,1197831,06/21/2021,West,Colorado,Colorado Springs,Women's Athletic Footwear,60,238,14280.0,4680.09,0.33,Outlet
Amazon,1167421,06/21/2021,Northeast,New York,Albany,Men's Athletic Footwear,83,465,38595.0,10484.6,0.27,Online
Amazon,1167421,06/22/2020,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,70,116,8120.0,3528.62,0.43,In-store
Kohl's,1189833,06/22/2020,Midwest,Indiana,Fort Wayne,Women's Apparel,45,561,25245.0,8581.71,0.34,In-store
Foot Locker,1185732,06/22/2020,Midwest,Michigan,Ann Arbor,Women's Apparel,53,146,7738.0,2641.51,0.34,In-store
Foot Locker,1185732,06/22/2020,Southeast,Tennessee,Memphis,Women's Athletic Footwear,84,415,34860.0,10476.76,0.3,Online
Sports Direct,1128299,06/22/2020,Northeast,New Jersey,Jersey City,Women's Street Footwear,50,243,12150.0,3275.14,0.27,Outlet
West Gear,1105732,06/22/2020,Southeast,Florida,Miami,Women's Athletic Footwear,83,379,31457.0,10036.16,0.32,Outlet
Amazon,1167421,06/22/2020,Northeast,Massachusetts,Worcester,Men's Street Footwear,70,180,12600.0,4123.97,0.33,Outlet
Sports Direct,1128299,06/22/2020,South,Arkansas,Fort Smith,Women's Athletic Footwear,75,307,23025.0,7036.36,0.31,Outlet
Walmart,1197831,06/22/2020,West,Oregon,Eugene,Women's Street Footwear,39,339,13221.0,5474.29,0.41,Online
West Gear,1105732,06/22/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,59,393,23187.0,7696.37,0.33,Online
Amazon,1167421,06/22/2021,Midwest,Indiana,Fort Wayne,Men's Street Footwear,54,195,10530.0,4856.33,0.46,In-store
Walmart,1197831,06/22/2021,South,Louisiana,New Orleans,Men's Street Footwear,61,367,22387.0,6561.51,0.29,Online
Kohl's,1189833,06/22/2021,Southeast,North Carolina,Durham,Men's Apparel,35,60,2100.0,601.88,0.29,Online
Kohl's,1189833,06/22/2021,South,Texas,Houston,Women's Street Footwear,59,244,14396.0,4295.78,0.3,Online
Kohl's,1189833,06/22/2021,Northeast,Massachusetts,Worcester,Men's Street Footwear,49,374,18326.0,7605.98,0.42,In-store
Walmart,1197831,06/22/2021,Southeast,Tennessee,Knoxville,Women's Street Footwear,50,194,9700.0,2985.53,0.31,Online
West Gear,1105732,06/22/2021,Southeast,Florida,Miami,Women's Athletic Footwear,68,234,15912.0,4281.73,0.27,Outlet
Foot Locker,1185732,06/22/2021,West,Oregon,Portland,Men's Athletic Footwear,89,76,6764.0,2467.46,0.36,In-store
Amazon,1167421,06/22/2021,South,Louisiana,New Orleans,Women's Street Footwear,54,600,32400.0,13439.29,0.41,In-store
Foot Locker,1185732,06/22/2021,South,Mississippi,Gulfport,Women's Athletic Footwear,82,266,21812.0,9410.84,0.43,In-store
Kohl's,1189833,06/22/2021,Northeast,New York,New York,Women's Street Footwear,66,276,18216.0,7118.59,0.39,In-store
Amazon,1167421,06/22/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,46,118,5428.0,1990.28,0.37,In-store
Amazon,1167421,06/22/2021,Midwest,Minnesota,Saint Paul,Men's Street Footwear,48,279,13392.0,4730.8,0.35,In-store
Foot Locker,1185732,06/23/2020,West,Washington,Spokane,Men's Apparel,58,116,6728.0,2535.95,0.38,Online
Sports Direct,1128299,06/23/2020,Northeast,New York,Buffalo,Women's Street Footwear,51,594,30294.0,11064.24,0.37,Outlet
Amazon,1167421,06/23/2020,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,79,193,15247.0,3992.96,0.26,Outlet
Foot Locker,1185732,06/23/2020,Southeast,North Carolina,Durham,Women's Street Footwear,47,100,4700.0,1704.35,0.36,Online
Foot Locker,1185732,06/23/2020,Northeast,New Jersey,Trenton,Men's Street Footwear,65,590,38350.0,12170.81,0.32,Outlet
Walmart,1197831,06/23/2020,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,34,207,7038.0,2799.03,0.4,In-store
West Gear,1105732,06/23/2020,Southeast,Georgia,Atlanta,Women's Street Footwear,39,144,5616.0,2003.97,0.36,Outlet
Sports Direct,1128299,06/23/2020,South,Louisiana,Shreveport,Women's Apparel,40,459,18360.0,7070.49,0.39,Online
Walmart,1197831,06/23/2020,South,Mississippi,Gulfport,Men's Apparel,47,405,19035.0,5458.19,0.29,Outlet
Amazon,1167421,06/23/2020,West,Nevada,Reno,Men's Athletic Footwear,54,354,19116.0,8563.85,0.45,In-store
Foot Locker,1185732,06/23/2021,South,Arkansas,Fayetteville,Men's Street Footwear,45,139,6255.0,2116.29,0.34,In-store
Sports Direct,1128299,06/23/2021,West,Colorado,Aurora,Women's Athletic Footwear,46,326,14996.0,6240.56,0.42,Online
Amazon,1167421,06/23/2021,West,Washington,Seattle,Men's Street Footwear,45,156,7020.0,2911.75,0.41,Online
Kohl's,1189833,06/23/2021,South,Louisiana,Baton Rouge,Women's Athletic Footwear,52,210,10920.0,3032.61,0.28,Outlet
Amazon,1167421,06/23/2021,Midwest,Ohio,Cincinnati,Women's Street Footwear,54,157,8478.0,2562.71,0.3,Outlet
Amazon,1167421,06/24/2020,Northeast,Connecticut,New Haven,Men's Athletic Footwear,73,586,42778.0,20488.88,0.48,In-store
Sports Direct,1128299,06/24/2020,Northeast,Massachusetts,Springfield,Men's Apparel,41,139,5699.0,2246.24,0.39,In-store
Amazon,1167421,06/24/2020,Northeast,Massachusetts,Worcester,Women's Street Footwear,48,468,22464.0,7420.36,0.33,In-store
Sports Direct,1128299,06/24/2020,Southeast,North Carolina,Durham,Women's Athletic Footwear,69,510,35190.0,11220.28,0.32,In-store
Kohl's,1189833,06/24/2020,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,47,272,12784.0,5448.08,0.43,Online
Walmart,1197831,06/24/2020,Southeast,Florida,Miami,Men's Apparel,53,406,21518.0,9654.03,0.45,In-store
Amazon,1167421,06/24/2020,West,Washington,Spokane,Men's Athletic Footwear,64,186,11904.0,3552.01,0.3,Outlet
Walmart,1197831,06/24/2020,West,Nevada,Reno,Men's Street Footwear,47,487,22889.0,6988.8,0.31,Outlet
Sports Direct,1128299,06/24/2020,Midwest,Illinois,Peoria,Women's Street Footwear,44,262,11528.0,4760.92,0.41,In-store
Walmart,1197831,06/24/2020,West,Oregon,Eugene,Men's Athletic Footwear,78,482,37596.0,16537.44,0.44,In-store
West Gear,1105732,06/24/2020,Northeast,Pennsylvania,Allentown,Women's Apparel,53,307,16271.0,4964.61,0.31,In-store
Sports Direct,1128299,06/24/2020,West,Washington,Tacoma,Men's Athletic Footwear,84,163,13692.0,3469.47,0.25,Outlet
Kohl's,1189833,06/24/2020,Southeast,Virginia,Norfolk,Men's Street Footwear,44,476,20944.0,6804.71,0.32,Online
West Gear,1105732,06/24/2020,South,Arkansas,Fort Smith,Men's Street Footwear,47,76,3572.0,1040.78,0.29,Outlet
Walmart,1197831,06/24/2020,Southeast,Florida,Miami,Men's Apparel,30,312,9360.0,3991.44,0.43,In-store
West Gear,1105732,06/24/2021,Midwest,Michigan,Detroit,Men's Apparel,39,415,16185.0,5154.68,0.32,Online
Amazon,1167421,06/24/2021,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,68,508,34544.0,12512.26,0.36,Online
Walmart,1197831,06/24/2021,South,Arkansas,Little Rock,Women's Apparel,43,79,3397.0,1085.92,0.32,Online
Walmart,1197831,06/24/2021,West,California,Sacramento,Women's Apparel,57,300,17100.0,7835.63,0.46,In-store
Sports Direct,1128299,06/24/2021,West,Washington,Seattle,Men's Street Footwear,64,192,12288.0,5085.18,0.41,In-store
Amazon,1167421,06/24/2021,West,Oregon,Portland,Women's Street Footwear,58,206,11948.0,3769.0,0.32,Outlet
Kohl's,1189833,06/24/2021,South,Mississippi,Hattiesburg,Men's Athletic Footwear,75,571,42825.0,15200.56,0.35,Outlet
Walmart,1197831,06/24/2021,West,California,San Francisco,Women's Athletic Footwear,53,460,24380.0,7366.61,0.3,In-store
Walmart,1197831,06/25/2020,Midwest,Michigan,Detroit,Women's Apparel,60,327,19620.0,8727.5,0.44,In-store
Sports Direct,1128299,06/25/2020,West,California,San Diego,Men's Apparel,44,554,24376.0,8855.97,0.36,In-store
Kohl's,1189833,06/25/2020,Northeast,Massachusetts,Springfield,Men's Apparel,26,421,10946.0,4229.37,0.39,Online
Amazon,1167421,06/25/2020,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,60,321,19260.0,8959.18,0.47,In-store
West Gear,1105732,06/25/2020,Southeast,Georgia,Savannah,Women's Athletic Footwear,55,194,10670.0,3128.02,0.29,Outlet
Sports Direct,1128299,06/25/2020,Midwest,Minnesota,Saint Paul,Men's Street Footwear,40,296,11840.0,3456.83,0.29,Outlet
West Gear,1105732,06/25/2020,Southeast,Tennessee,Memphis,Women's Athletic Footwear,71,249,17679.0,5664.66,0.32,Online
West Gear,1105732,06/25/2020,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52,495,25740.0,5947.93,0.23,Outlet
Foot Locker,1185732,06/25/2020,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,52,444,23088.0,6432.47,0.28,Outlet
Walmart,1197831,06/25/2020,Northeast,New Jersey,Newark,Men's Street Footwear,51,378,19278.0,7491.15,0.39,Online
Walmart,1197831,06/25/2020,Southeast,Florida,Miami,Women's Apparel,40,169,6760.0,2340.27,0.35,In-store
Amazon,1167421,06/25/2020,South,Texas,Austin,Women's Apparel,37,514,19018.0,6017.21,0.32,Online
Kohl's,1189833,06/25/2020,Midwest,Michigan,Grand Rapids,Women's Apparel,33,325,10725.0,4150.89,0.39,In-store
Amazon,1167421,06/25/2020,South,Oklahoma,Oklahoma City,Women's Street Footwear,45,435,19575.0,7975.96,0.41,Online
Amazon,1167421,06/25/2021,West,Oregon,Salem,Women's Athletic Footwear,46,355,16330.0,5542.66,0.34,Online
Amazon,1167421,06/25/2021,Southeast,Virginia,Norfolk,Women's Athletic Footwear,50,181,9050.0,4039.35,0.45,Online
Foot Locker,1185732,06/25/2021,West,Oregon,Salem,Women's Apparel,43,249,10707.0,3720.57,0.35,Outlet
Amazon,1167421,06/25/2021,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,64,270,17280.0,6080.98,0.35,In-store
Kohl's,1189833,06/25/2021,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,61,475,28975.0,9119.1,0.31,Online
Kohl's,1189833,06/25/2021,Northeast,Massachusetts,Boston,Women's Apparel,58,532,30856.0,14503.56,0.47,In-store
West Gear,1105732,06/25/2021,South,Mississippi,Gulfport,Men's Street Footwear,61,417,25437.0,9740.04,0.38,In-store
West Gear,1105732,06/25/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,78,214,16692.0,5638.0,0.34,In-store
Sports Direct,1128299,06/26/2020,Southeast,Georgia,Augusta,Women's Athletic Footwear,73,422,30806.0,13575.91,0.44,In-store
Walmart,1197831,06/26/2020,South,Oklahoma,Tulsa,Men's Street Footwear,55,171,9405.0,4022.99,0.43,Online
Walmart,1197831,06/26/2020,West,Oregon,Salem,Women's Street Footwear,43,495,21285.0,8532.12,0.4,In-store
Foot Locker,1185732,06/26/2020,Southeast,North Carolina,Charlotte,Women's Apparel,53,326,17278.0,6118.73,0.35,Outlet
Sports Direct,1128299,06/26/2020,Southeast,Tennessee,Knoxville,Women's Street Footwear,41,76,3116.0,1103.6,0.35,In-store
Kohl's,1189833,06/26/2020,Southeast,North Carolina,Charlotte,Men's Apparel,44,82,3608.0,1300.23,0.36,Online
Amazon,1167421,06/26/2020,Midwest,Ohio,Columbus,Men's Apparel,56,412,23072.0,9321.58,0.4,Online
Walmart,1197831,06/26/2020,South,Oklahoma,Oklahoma City,Women's Street Footwear,48,271,13008.0,4270.19,0.33,Outlet
Amazon,1167421,06/26/2020,West,Colorado,Denver,Women's Street Footwear,45,475,21375.0,7741.99,0.36,In-store
Sports Direct,1128299,06/26/2020,Northeast,Connecticut,Hartford,Women's Athletic Footwear,62,381,23622.0,9107.78,0.39,Online
Sports Direct,1128299,06/26/2020,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,58,120,6960.0,1989.29,0.29,Outlet
Amazon,1167421,06/26/2020,Midwest,Illinois,Peoria,Women's Street Footwear,39,300,11700.0,3838.51,0.33,Online
Foot Locker,1185732,06/26/2020,Southeast,North Carolina,Durham,Men's Apparel,60,442,26520.0,9162.16,0.35,Outlet
Kohl's,1189833,06/26/2020,West,Oregon,Portland,Men's Street Footwear,61,243,14823.0,4766.77,0.32,Online
Kohl's,1189833,06/26/2020,Southeast,Florida,Orlando,Men's Athletic Footwear,79,193,15247.0,4858.75,0.32,In-store
Amazon,1167421,06/26/2020,Midwest,Illinois,Peoria,Women's Street Footwear,57,517,29469.0,11492.18,0.39,Online
Sports Direct,1128299,06/26/2020,Southeast,Virginia,Richmond,Women's Apparel,62,247,15314.0,5463.93,0.36,Online
Walmart,1197831,06/26/2020,Northeast,New Jersey,Trenton,Women's Street Footwear,59,190,11210.0,2569.02,0.23,Outlet
Foot Locker,1185732,06/26/2021,Midwest,Indiana,Fort Wayne,Men's Apparel,53,474,25122.0,10428.4,0.42,Online
West Gear,1105732,06/26/2021,West,Washington,Seattle,Women's Street Footwear,67,340,22780.0,7840.67,0.34,Outlet
Kohl's,1189833,06/26/2021,West,Oregon,Portland,Women's Apparel,56,309,17304.0,5781.61,0.33,In-store
Foot Locker,1185732,06/26/2021,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,72,158,11376.0,4796.59,0.42,Online
Sports Direct,1128299,06/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,65,416,27040.0,11794.34,0.44,Online
Foot Locker,1185732,06/26/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,67,228,15276.0,3966.39,0.26,Outlet
West Gear,1105732,06/26/2021,Northeast,New Jersey,Jersey City,Women's Apparel,55,570,31350.0,8192.93,0.26,Outlet
Amazon,1167421,06/26/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,63,331,20853.0,6901.61,0.33,Online
West Gear,1105732,06/26/2021,Midwest,Indiana,Evansville,Women's Apparel,42,546,22932.0,8078.07,0.35,Online
Sports Direct,1128299,06/26/2021,Southeast,Georgia,Atlanta,Women's Apparel,65,595,38675.0,8922.83,0.23,Outlet
Walmart,1197831,06/26/2021,Northeast,Connecticut,Stamford,Men's Street Footwear,50,159,7950.0,1898.06,0.24,Outlet
West Gear,1105732,06/27/2020,South,Louisiana,Shreveport,Men's Athletic Footwear,82,219,17958.0,4676.79,0.26,Outlet
Amazon,1167421,06/27/2020,Southeast,North Carolina,Durham,Men's Apparel,37,499,18463.0,6566.7,0.36,In-store
Amazon,1167421,06/27/2020,South,Louisiana,Shreveport,Women's Apparel,43,127,5461.0,1671.04,0.31,In-store
Sports Direct,1128299,06/27/2020,Northeast,New Jersey,Newark,Men's Apparel,39,339,13221.0,4868.42,0.37,Outlet
Walmart,1197831,06/27/2020,West,Nevada,Reno,Men's Street Footwear,50,400,20000.0,6062.24,0.3,Online
Kohl's,1189833,06/27/2020,West,Colorado,Aurora,Women's Athletic Footwear,79,553,43687.0,15082.5,0.35,In-store
Kohl's,1189833,06/27/2020,Southeast,Georgia,Savannah,Women's Street Footwear,53,438,23214.0,8349.46,0.36,In-store
Kohl's,1189833,06/27/2021,Midwest,Minnesota,Rochester,Men's Athletic Footwear,64,338,21632.0,7034.56,0.33,Online
Foot Locker,1185732,06/27/2021,Midwest,Ohio,Columbus,Men's Street Footwear,53,397,21041.0,6030.94,0.29,Online
West Gear,1105732,06/27/2021,Midwest,Illinois,Chicago,Women's Apparel,38,514,19532.0,6314.31,0.32,Outlet
Kohl's,1189833,06/27/2021,Southeast,Virginia,Virginia Beach,Men's Apparel,25,452,11300.0,5207.26,0.46,In-store
West Gear,1105732,06/27/2021,Northeast,Connecticut,New Haven,Women's Apparel,62,138,8556.0,3138.04,0.37,In-store
Kohl's,1189833,06/27/2021,South,Louisiana,Baton Rouge,Women's Athletic Footwear,58,375,21750.0,9173.01,0.42,In-store
Amazon,1167421,06/27/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,48,478,22944.0,8234.18,0.36,Outlet
Amazon,1167421,06/27/2021,South,Texas,Houston,Women's Athletic Footwear,74,441,32634.0,7912.1,0.24,Outlet
West Gear,1105732,06/27/2021,South,Louisiana,New Orleans,Women's Apparel,56,481,26936.0,6521.85,0.24,Outlet
Walmart,1197831,06/28/2020,West,Colorado,Aurora,Women's Apparel,32,536,17152.0,4745.22,0.28,Online
Kohl's,1189833,06/28/2020,South,Arkansas,Fort Smith,Men's Athletic Footwear,53,470,24910.0,8393.58,0.34,In-store
Foot Locker,1185732,06/28/2020,West,California,Los Angeles,Women's Apparel,51,72,3672.0,1089.48,0.3,Outlet
West Gear,1105732,06/28/2020,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,85,93,7905.0,2893.42,0.37,Online
Kohl's,1189833,06/28/2020,South,Mississippi,Hattiesburg,Men's Street Footwear,46,188,8648.0,4221.43,0.49,In-store
Sports Direct,1128299,06/28/2020,Southeast,North Carolina,Raleigh,Men's Street Footwear,69,372,25668.0,6481.44,0.25,Outlet
Amazon,1167421,06/28/2020,Southeast,Georgia,Augusta,Women's Athletic Footwear,62,274,16988.0,5521.42,0.33,In-store
Foot Locker,1185732,06/28/2020,West,Oregon,Portland,Women's Apparel,52,232,12064.0,4822.22,0.4,Online
Kohl's,1189833,06/28/2020,Northeast,New Jersey,Trenton,Men's Apparel,33,296,9768.0,4407.34,0.45,In-store
Kohl's,1189833,06/28/2020,Midwest,Ohio,Cincinnati,Women's Apparel,43,440,18920.0,7774.17,0.41,In-store
West Gear,1105732,06/28/2020,West,Nevada,Las Vegas,Men's Apparel,34,579,19686.0,6105.62,0.31,Outlet
Foot Locker,1185732,06/28/2020,Midwest,Indiana,Fort Wayne,Men's Apparel,25,487,12175.0,4761.56,0.39,Online
Walmart,1197831,06/28/2020,Northeast,New York,New York,Men's Athletic Footwear,88,488,42944.0,15082.26,0.35,Online
Foot Locker,1185732,06/28/2020,Southeast,Tennessee,Knoxville,Women's Street Footwear,62,105,6510.0,2147.26,0.33,Outlet
West Gear,1105732,06/28/2020,Northeast,New York,Albany,Women's Athletic Footwear,64,76,4864.0,1691.41,0.35,In-store
Foot Locker,1185732,06/28/2020,Northeast,New Jersey,Trenton,Men's Apparel,39,555,21645.0,9505.53,0.44,Online
Amazon,1167421,06/28/2020,Northeast,New York,Albany,Women's Apparel,58,243,14094.0,5534.06,0.39,Online
Sports Direct,1128299,06/28/2020,Southeast,Virginia,Norfolk,Women's Street Footwear,50,130,6500.0,2155.45,0.33,Online
Amazon,1167421,06/28/2020,Northeast,Massachusetts,Springfield,Women's Apparel,63,494,31122.0,8061.17,0.26,Outlet
West Gear,1105732,06/28/2021,South,Texas,Houston,Women's Athletic Footwear,50,429,21450.0,7488.8,0.35,Outlet
Amazon,1167421,06/28/2021,Midwest,Minnesota,Rochester,Men's Athletic Footwear,63,223,14049.0,4932.17,0.35,In-store
Amazon,1167421,06/28/2021,South,Arkansas,Fayetteville,Women's Apparel,40,142,5680.0,2314.23,0.41,Online
West Gear,1105732,06/28/2021,South,Oklahoma,Tulsa,Women's Athletic Footwear,62,214,13268.0,3653.25,0.28,Online
Walmart,1197831,06/28/2021,Northeast,New York,Albany,Women's Athletic Footwear,79,222,17538.0,6475.61,0.37,In-store
Walmart,1197831,06/28/2021,South,Arkansas,Fort Smith,Women's Street Footwear,63,241,15183.0,6184.08,0.41,Online
Walmart,1197831,06/28/2021,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,66,78,5148.0,1231.27,0.24,Outlet
Amazon,1167421,06/28/2021,Southeast,Florida,Jacksonville,Men's Street Footwear,71,468,33228.0,13749.59,0.41,In-store
Amazon,1167421,06/28/2021,Southeast,North Carolina,Raleigh,Women's Street Footwear,61,273,16653.0,5037.94,0.3,In-store
Foot Locker,1185732,06/28/2021,South,Mississippi,Jackson,Men's Apparel,48,237,11376.0,3862.26,0.34,Online
Kohl's,1189833,06/28/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,57,363,20691.0,6751.38,0.33,Outlet
Kohl's,1189833,06/28/2021,Midwest,Minnesota,Rochester,Women's Apparel,41,225,9225.0,3107.42,0.34,In-store
Kohl's,1189833,06/29/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,64,426,27264.0,8968.04,0.33,Online
Foot Locker,1185732,06/29/2020,Northeast,Connecticut,Hartford,Men's Street Footwear,51,242,12342.0,5925.58,0.48,In-store
Amazon,1167421,06/29/2020,Southeast,Tennessee,Memphis,Women's Apparel,53,72,3816.0,1142.23,0.3,Online
Sports Direct,1128299,06/29/2020,West,Nevada,Reno,Men's Athletic Footwear,84,459,38556.0,11555.55,0.3,Outlet
Walmart,1197831,06/29/2020,Northeast,New Jersey,Trenton,Men's Apparel,50,585,29250.0,12025.75,0.41,Online
Walmart,1197831,06/29/2020,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,80,541,43280.0,16780.41,0.39,Online
Sports Direct,1128299,06/29/2020,West,Colorado,Denver,Men's Athletic Footwear,89,537,47793.0,17166.67,0.36,Outlet
Kohl's,1189833,06/29/2020,Southeast,Georgia,Augusta,Women's Street Footwear,63,262,16506.0,6500.52,0.39,Online
Kohl's,1189833,06/29/2020,Midwest,Ohio,Cleveland,Men's Athletic Footwear,81,103,8343.0,3915.47,0.47,In-store
Kohl's,1189833,06/29/2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,60,139,8340.0,3650.06,0.44,In-store
Amazon,1167421,06/29/2021,Southeast,Virginia,Norfolk,Women's Street Footwear,52,148,7696.0,2736.25,0.36,Outlet
Sports Direct,1128299,06/29/2021,Midwest,Minnesota,Rochester,Women's Athletic Footwear,83,556,46148.0,15582.83,0.34,In-store
West Gear,1105732,06/29/2021,South,Mississippi,Gulfport,Women's Apparel,50,386,19300.0,9004.07,0.47,In-store
Kohl's,1189833,06/29/2021,West,Colorado,Colorado Springs,Men's Athletic Footwear,88,129,11352.0,3079.96,0.27,Outlet
Foot Locker,1185732,06/29/2021,South,Mississippi,Hattiesburg,Men's Street Footwear,62,255,15810.0,5772.99,0.37,Online
Walmart,1197831,06/29/2021,Northeast,Connecticut,Stamford,Men's Street Footwear,67,151,10117.0,3523.27,0.35,Outlet
Amazon,1167421,06/29/2021,West,California,Sacramento,Men's Apparel,28,525,14700.0,6709.58,0.46,In-store
Walmart,1197831,06/29/2021,South,Texas,Dallas,Women's Street Footwear,39,289,11271.0,3243.99,0.29,Outlet
Sports Direct,1128299,06/29/2021,West,Washington,Tacoma,Women's Athletic Footwear,63,297,18711.0,8142.71,0.44,In-store
Amazon,1167421,06/29/2021,Midwest,Illinois,Springfield,Women's Apparel,52,154,8008.0,3546.93,0.44,In-store
West Gear,1105732,06/30/2020,Midwest,Illinois,Chicago,Men's Athletic Footwear,58,535,31030.0,12885.39,0.42,In-store
Foot Locker,1185732,06/30/2020,West,Nevada,Las Vegas,Women's Apparel,33,210,6930.0,3005.15,0.43,Online
Sports Direct,1128299,06/30/2020,Midwest,Illinois,Chicago,Men's Apparel,54,213,11502.0,3962.81,0.34,Outlet
West Gear,1105732,06/30/2020,Southeast,Georgia,Augusta,Men's Athletic Footwear,70,105,7350.0,2055.14,0.28,Online
Walmart,1197831,06/30/2020,Northeast,Massachusetts,Springfield,Men's Apparel,31,308,9548.0,3616.23,0.38,Online
West Gear,1105732,06/30/2020,Northeast,Pennsylvania,Allentown,Women's Athletic Footwear,77,208,16016.0,4791.27,0.3,Outlet
Amazon,1167421,06/30/2020,Southeast,Georgia,Savannah,Men's Athletic Footwear,85,324,27540.0,9407.56,0.34,Online
Foot Locker,1185732,06/30/2020,Southeast,Tennessee,Memphis,Men's Street Footwear,59,458,27022.0,9246.47,0.34,Outlet
Kohl's,1189833,06/30/2020,Northeast,New Jersey,Newark,Women's Athletic Footwear,67,160,10720.0,3873.48,0.36,In-store
West Gear,1105732,06/30/2020,Midwest,Minnesota,Rochester,Women's Athletic Footwear,74,548,40552.0,17085.5,0.42,Online
Foot Locker,1185732,06/30/2020,Midwest,Indiana,Indianapolis,Women's Street Footwear,55,433,23815.0,10929.56,0.46,In-store
West Gear,1105732,06/30/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,83,534,44322.0,14656.56,0.33,Online
Kohl's,1189833,06/30/2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41,148,6068.0,2633.82,0.43,In-store
Sports Direct,1128299,06/30/2021,South,Arkansas,Fort Smith,Men's Apparel,60,259,15540.0,5349.21,0.34,Online
Sports Direct,1128299,06/30/2021,West,California,Los Angeles,Men's Street Footwear,52,502,26104.0,9948.28,0.38,In-store
Foot Locker,1185732,06/30/2021,South,Texas,Austin,Women's Street Footwear,59,570,33630.0,14965.85,0.45,In-store
Sports Direct,1128299,06/30/2021,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,76,169,12844.0,4191.43,0.33,Outlet
Walmart,1197831,06/30/2021,Northeast,New Jersey,Newark,Women's Apparel,54,322,17388.0,4086.48,0.24,Outlet
Amazon,1167421,06/30/2021,Northeast,New Jersey,Jersey City,Women's Street Footwear,60,193,11580.0,4727.89,0.41,In-store
Amazon,1167421,06/30/2021,West,Oregon,Eugene,Women's Athletic Footwear,71,72,5112.0,1226.82,0.24,Outlet
West Gear,1105732,06/30/2021,West,Nevada,Henderson,Men's Athletic Footwear,67,512,34304.0,9884.8,0.29,Online
West Gear,1105732,06/30/2021,West,Nevada,Henderson,Men's Street Footwear,55,237,13035.0,5369.83,0.41,Online
Foot Locker,1185732,06/30/2021,Northeast,New York,Rochester,Women's Apparel,61,357,21777.0,6796.27,0.31,Outlet
West Gear,1105732,06/30/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,81,414,33534.0,12514.9,0.37,Outlet
Kohl's,1189833,06/30/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,68,151,10268.0,4644.74,0.45,In-store
Amazon,1167421,07/01/2020,South,Texas,Austin,Women's Apparel,55,102,5610.0,2147.59,0.38,In-store
West Gear,1105732,07/01/2020,South,Mississippi,Hattiesburg,Women's Apparel,39,506,19734.0,7195.84,0.36,In-store
Walmart,1197831,07/01/2020,Midwest,Indiana,Fort Wayne,Women's Street Footwear,50,159,7950.0,2766.59,0.35,In-store
Foot Locker,1185732,07/01/2020,Midwest,Michigan,Grand Rapids,Men's Apparel,60,72,4320.0,1644.19,0.38,Online
Kohl's,1189833,07/01/2020,Northeast,Pennsylvania,Allentown,Women's Apparel,36,399,14364.0,5174.16,0.36,Online
Kohl's,1189833,07/01/2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,61,579,35319.0,10340.3,0.29,Online
Walmart,1197831,07/01/2020,Northeast,Massachusetts,Worcester,Women's Apparel,64,331,21184.0,7263.62,0.34,Outlet
Walmart,1197831,07/01/2020,South,Arkansas,Little Rock,Men's Apparel,45,265,11925.0,4270.22,0.36,Online
Foot Locker,1185732,07/01/2020,Northeast,Massachusetts,Springfield,Men's Street Footwear,61,414,25254.0,7913.78,0.31,In-store
Amazon,1167421,07/01/2020,South,Louisiana,Shreveport,Men's Athletic Footwear,79,519,41001.0,11892.14,0.29,Outlet
Kohl's,1189833,07/01/2020,South,Texas,Dallas,Women's Apparel,45,120,5400.0,2437.23,0.45,In-store
Foot Locker,1185732,07/01/2020,South,Arkansas,Little Rock,Women's Apparel,32,193,6176.0,2501.64,0.41,Online
